eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
199110120001,1991,10,12,,0,,67,Fiji,12,Australasia & Oceania,Rewa,Tamavua,-18.103505,178.438979,1.0,0,,,1,1,1,-9,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Hindu Religion,Temple,67.0,Fiji,,,,,,,,,,,,,,,,,Christian extremists,Fundamentalist,,,,,,0.0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199201100010,1992,1,10,,0,,157,Papua New Guinea,12,Australasia & Oceania,Bougainville,Kieta,-6.220475,155.63763,1.0,0,,,1,1,1,0,,,0.0,1,0,4,Hijacking,,,,,1,Business,7.0,Retail/Grocery/Bakery,,Motor Vessel Cosmaris *,157.0,Papua New Guinea,,,,,,,,,,,,,,,,,Bougainville Revolutionary Army (BRA),,,,,,,0.0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0,,,,,1.0,-99.0,0.0,,,,Papua New Guinea,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
199201110003,1992,1,11,,0,,14,Australia,12,Australasia & Oceania,Queensland,Brisbane,-27.470933,153.023502,1.0,0,,,1,1,1,-9,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,U.S. State Dept,U.S. Consulate,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
199202040001,1992,2,4,,0,,67,Fiji,12,Australasia & Oceania,Ba,Vatukoula,-17.5,177.849833,1.0,0,,,1,1,1,0,,,0.0,1,0,1,Assassination,,,,,2,Government (General),14.0,Judge/Attorney/Court,Government,Supreme Court Baliff Mani Lal,67.0,Fiji,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,9,Melee,21.0,Blunt Object,,,,,,,,,,,,,Stoned to death,1.0,,,0.0,,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199203140009,1992,3,14,,0,,143,New Caledonia,12,Australasia & Oceania,Sud,Noumea,-22.2758,166.458,1.0,0,,,1,1,1,-9,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,79.0,"Public Area (garden, parking lot, garage, beach, public building, camp)",,Commercial center,143.0,New Caledonia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),500000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199203140010,1992,3,14,,0,,143,New Caledonia,12,Australasia & Oceania,Sud,Noumea,-22.2758,166.458,1.0,0,,,1,1,1,-9,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,,Night club,143.0,New Caledonia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199204050005,1992,4,5,,0,,14,Australia,12,Australasia & Oceania,Australian Capital Territory,Canberra,-35.308236,149.124224,1.0,0,,,1,1,1,-9,,,0.0,1,0,9,Unknown,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,Iran State Dept,Iranian Embassy,94.0,Iran,,,,,,,,,,,,,,,,,Anti-Iran Government Exiles,,,,,,,0.0,,,0,15.0,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,,,3.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
199205310008,1992,5,31,,0,,157,Papua New Guinea,12,Australasia & Oceania,Western Highlands,Minj,-5.878393,144.705695,1.0,0,,,1,1,1,-9,,,0.0,1,0,2,Armed Assault,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,,helicopter carrying opposition political leader Paias Wingti,157.0,Papua New Guinea,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,Spears,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199206110003,1992,6,11,,0,,157,Papua New Guinea,12,Australasia & Oceania,National Capital District,Port Moresby,-9.481553,147.190242,1.0,0,,,1,1,1,0,,,0.0,0,0,9,Unknown,,,,,7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)",U.S. State Dept,An embassy residence,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
199206290009,1992,6,29,,0,,157,Papua New Guinea,12,Australasia & Oceania,Madang,Walium,-5.597928,145.460297,1.0,0,,,1,1,1,-9,,,0.0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Police,unit,157.0,Papua New Guinea,,,,,,,,,,,,,,,,,Political Group,,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,Pistol,0.0,,,3.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199207280006,1992,7,28,,0,,14,Australia,12,Australasia & Oceania,Victoria,Melbourne,-37.813187,144.96298,1.0,0,,,1,1,1,-9,,,0.0,0,0,2,Armed Assault,,,,,6,Airports & Aircraft,43.0,Airline Officer/Personnel,Ansett Airlines,Armored Van,14.0,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,Pistol,1.0,,,1.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199208020011,1992,8,2,,0,,157,Papua New Guinea,12,Australasia & Oceania,North Solomons,Bougainville Island,-6.158373,155.382212,4.0,0,,,1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Military,Unit,157.0,Papua New Guinea,,,,,,,,,,,,,,,,,Bougainville Revolutionary Army (BRA),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,6.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
199208020012,1992,8,2,,0,,157,Papua New Guinea,12,Australasia & Oceania,Bougainville,Bougainville Island,-6.158373,155.382212,4.0,0,,,1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Military,Unit,157.0,Papua New Guinea,,,,,,,,,,,,,,,,,Bougainville Revolutionary Army (BRA),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,0.0,,,3.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
199208020013,1992,8,2,,0,,157,Papua New Guinea,12,Australasia & Oceania,North Solomons,Bougainville Island,-6.158373,155.382212,4.0,0,,,1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Military,unit,157.0,Papua New Guinea,,,,,,,,,,,,,,,,,Bougainville Revolutionary Army (BRA),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,1.0,,,4.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
199210140008,1992,10,14,,0,,157,Papua New Guinea,12,Australasia & Oceania,Enga,Porgera,-5.463423,143.145372,1.0,0,,,1,1,1,-9,,,0.0,1,0,9,Unknown,,,,,1,Business,10.0,Mining,Placer Pacific Limited,Porgera Mine,14.0,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
199210140009,1992,10,14,,0,,157,Papua New Guinea,12,Australasia & Oceania,Enga,Porgera,-5.463423,143.145372,1.0,0,,,1,1,1,-9,,,0.0,1,0,9,Unknown,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Police,Tipinini police barracks,157.0,Papua New Guinea,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199211120011,1992,11,12,,0,,14,Australia,12,Australasia & Oceania,Northern Territory,Darwin,-12.46282,130.841769,1.0,0,,,1,1,1,-9,,,0.0,1,0,9,Unknown,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,Indonesia State Dept,Indonesian Consulate,93.0,Indonesia,,,,,,,,,,,,,,,,,East Timorese extremists,,,,,,,0.0,,,0,120.0,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,1,0,1,1,
199212070010,1992,12,7,,0,,157,Papua New Guinea,12,Australasia & Oceania,Bougainville,Arawa,-6.228344,155.565216,1.0,0,,,1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,6.0,Medical/Pharmaceutical,,Arawa General Hospital,157.0,Papua New Guinea,,,,,,,,,,,,,,,,,Bougainville Revolutionary Army (BRA),,,,,,,0.0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
199401280003,1994,1,28,,0,,14,Australia,12,Australasia & Oceania,New South Wales,Sydney,-33.873651,151.20689,1.0,0,,,1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,Mexico State Sept.,Mexican Consulate,130.0,Mexico,,,,,,,,,,,,,,,,,Zapatista National Liberation Army,,,,,,,0.0,,,0,,,,,,,,,,,,,9,Melee,21.0,Blunt Object,8.0,Incendiary,,,,,,,,,,,Bricks; Incendiary,0.0,0.0,,0.0,0.0,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,1,0,1,1,
199403020007,1994,3,2,,0,,14,Australia,12,Australasia & Oceania,South Australia,Adelaide,-34.928726,138.599945,1.0,0,,,1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,National Crime Authority,Office,14.0,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,9.0,Letter Bomb,,,,,,,,,,,,,Package bomb,1.0,0.0,,5.0,0.0,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199403140011,1994,3,14,,0,,14,Australia,12,Australasia & Oceania,Victoria,Melbourne,-37.813187,144.96298,1.0,0,,,1,1,1,-9,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,82.0,Labor Union Related,Unknown,Greek-Australian Organization,14.0,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,0.0,,0.0,0.0,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199403180008,1994,3,18,,0,,14,Australia,12,Australasia & Oceania,New South Wales,Sydney,-33.873651,151.20689,1.0,0,,,1,1,1,-9,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Greek Orthodox Church,St. Efimias Greek Orthodox Church,14.0,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0.0,0.0,,0.0,0.0,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199403230001,1994,3,23,,0,,157,Papua New Guinea,12,Australasia & Oceania,Bougainville,Buin,-6.7465,155.685171,1.0,0,,,1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,2,Government (General),21.0,Government Building/Facility/Office,Government,2 trucks involved in refugee relief,157.0,Papua New Guinea,,,,,,,,,,,,,,,,,Bougainville Revolutionary Army (BRA),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,17.0,,,26.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
199403250008,1994,3,25,,0,,14,Australia,12,Australasia & Oceania,Victoria,Melbourne,-37.813187,144.96298,1.0,0,,,1,1,1,-9,,,0.0,1,0,9,Unknown,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,Germany State Dept.,German Consulate,75.0,Germany,,,,,,,,,,,,,,,,,Kurds,,,,,,,0.0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
199406140007,1994,6,14,,0,,226,Wallis and Futuna,12,Australasia & Oceania,Uvea,Matautu,-13.282509,-176.176447,1.0,0,,,1,1,1,-9,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21.0,Government Building/Facility/Office,Government,Territorial Assembly Bldg.,69.0,France,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
199409050005,1994,9,5,,0,,14,Australia,12,Australasia & Oceania,Australian Capital Territory,Canberra,-35.308236,149.124224,1.0,0,,,1,1,1,0,,,0.0,1,0,1,Assassination,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,New South Wales State Labor PNP & Viet Vet,"John Newman, 49",14.0,Australia,,,,,,,,,,,,,,,,,U/I Asian Gang,,,,,,,1.0,,,0,,,,,,,,,,,,,5,Firearms,4.0,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Rifle - .22 caliber,0.0,0.0,,0.0,0.0,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199409130001,1994,9,13,,1,1994-09-14,144,New Zealand,12,Australasia & Oceania,Auckland,Auckland,-36.84846,174.763332,1.0,0,,,0,1,1,1,2.0,Other Crime Type,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,68.0,Named Civilian,Unk,"Brothers Arthur and Kuan Huang, sons of a *",201.0,Taiwan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,2.0,,,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Firearm,0.0,,,0.0,,,0,,,,,1.0,2.0,0.0,0.0,1.0,,New Zealand,1.0,180600.0,,,,,3.0,Hostage(s) escaped (not during rescue attempt),1.0,,,,,PGIS,-9,-9,1,1,
199409190005,1994,9,19,,0,,14,Australia,12,Australasia & Oceania,Victoria,Melbourne,-37.813187,144.96298,1.0,0,,,1,1,1,-9,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,113.0,Alleged Informant,Unknown,"Chan Yuk-Ng, Student & alleged police informant.",89.0,Hong Kong,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,9.0,Letter Bomb,,,,,,,,,,,,,Letter bomb,0.0,0.0,,1.0,0.0,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
199410130008,1994,10,13,,0,,14,Australia,12,Australasia & Oceania,South Australia,Gawler,-34.59954,138.749141,1.0,0,,,1,1,1,-9,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Unk,U/1  27 yr old man,14.0,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,9.0,Letter Bomb,,,,,,,,,,,,,Package bomb,1.0,,,2.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199410160010,1994,10,16,,0,,157,Papua New Guinea,12,Australasia & Oceania,Bougainville,Unknown,-6.15837,155.3822,4.0,0,,,1,1,1,0,,,0.0,0,0,2,Armed Assault,,,,,11,Maritime,58.0,Commercial Maritime,Club Med,Club Med II criuse ship,69.0,France,,,,,,,,,,,,,,,,,Paupa New Guinea Troops,,Bougainville Revolutionary Army (BRA),,,,,1.0,1.0,,0,,,,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Firearms,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,1,1,1,
199410250007,1994,10,25,,1,1994-10-26,14,Australia,12,Australasia & Oceania,Western Australia,Perth,-31.952854,115.857339,1.0,0,,,1,1,1,-9,,,0.0,1,0,5,Hostage Taking (Barricade Incident),,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Police Dept,Main Police Station,14.0,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,1.0,,,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,Handguns (2),1.0,,,0.0,,,1,,,,,1.0,1.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199411160006,1994,11,16,,0,,157,Papua New Guinea,12,Australasia & Oceania,National Capital District,Port Moresby,-9.481553,147.190242,1.0,0,,,1,1,1,-9,,,0.0,0,0,9,Unknown,,,,,7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)",,Residence of US Emb. officer and family,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
199506030004,1995,6,3,,0,,14,Australia,12,Australasia & Oceania,Queensland,Townsville,-19.257622,146.817879,1.0,0,,,1,1,1,-9,,,0.0,1,0,9,Unknown,,,,,14,Private Citizens & Property,80.0,Memorial/Cemetery/Monument,Aborigines,Grave Marker of Aboriginal Leader Eddie Mabo,14.0,Australia,,,,,,,,,,,,,,,,,Neo-Nazi extremists,,,,,,,1.0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199506170012,1995,6,17,,0,,14,Australia,12,Australasia & Oceania,Western Australia,Perth,-31.952854,115.857339,1.0,0,,,1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,French State Dept.,French Consulate in Perth,69.0,France,,,,,,,,,,,,,,,,,Pacific Popular Front,,,,,,,0.0,,,0,2.0,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,1,1,1,
199506220016,1995,6,22,,0,,14,Australia,12,Australasia & Oceania,New South Wales,Sydney,-33.873651,151.20689,1.0,0,,,1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,1,Business,2.0,Restaurant/Bar/Café,u/l Serbian Restaurant,u/l Serbian Restaurant,1001.0,Serbia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,8,Incendiary,,,6.0,Explosives,16.0,Unknown Explosive Type,,,,,,,,,Incendiary; Explosive,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
199507140004,1995,7,14,,0,,157,Papua New Guinea,12,Australasia & Oceania,National Capital District,Port Moresby,-9.481553,147.190242,1.0,0,,,1,1,1,-9,,,0.0,1,0,4,Hijacking,,,,,2,Government (General),21.0,Government Building/Facility/Office,Gov't,Vehicles (4),157.0,Papua New Guinea,,,,,,,,,,,,,,,,,Students  U of PNG,,,,,,,0.0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,,0.0,,,0.0,,,0,,,,,0.0,,,,,,Papua New Guinea,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199507210010,1995,7,21,,0,,14,Australia,12,Australasia & Oceania,Australian Capital Territory,Canberra,-35.308236,149.124224,1.0,0,,,1,1,1,-9,,,0.0,1,0,9,Unknown,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,French Gov't,Embassy,69.0,France,,,,,,,,,,,,,,,,,Anti-Nuclear extremists,,,,,,,0.0,,,0,6.0,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
199508180002,1995,8,18,,0,,157,Papua New Guinea,12,Australasia & Oceania,Bougainville,Arawa,-6.228344,155.565216,1.0,0,,,1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Army,Army Patrol,157.0,Papua New Guinea,,,,,,,,,,,,,,,,,Bougainville Revolutionary Army (BRA),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,2.0,,,2.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
199508210001,1995,8,21,,0,,157,Papua New Guinea,12,Australasia & Oceania,Bougainville,Soraken,-5.565649,154.794073,1.0,0,,,1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,2,Government (General),21.0,Government Building/Facility/Office,Govt,Govt District Center,157.0,Papua New Guinea,,,,,,,,,,,,,,,,,Bougainville Revolutionary Army (BRA),,,,,,,0.0,,,0,12.0,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
199508210002,1995,8,21,,0,,157,Papua New Guinea,12,Australasia & Oceania,Bougainville,Arawa,-6.228344,155.565216,1.0,0,,,1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,2,Government (General),17.0,Head of State,Government,Premiere's Official Vehicle,157.0,Papua New Guinea,,,,,,,,,,,,,,,,,Bougainville Revolutionary Army (BRA),,,,,,,0.0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,,,,,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
199508210003,1995,8,21,,0,,157,Papua New Guinea,12,Australasia & Oceania,Bougainville,Arawa,-6.228344,155.565216,1.0,0,,,1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,2,Government (General),17.0,Head of State,Government,Premiere's Residence,157.0,Papua New Guinea,,,,,,,,,,,,,,,,,Bougainville Revolutionary Army (BRA),,,,,,,0.0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
199508290001,1995,8,29,,0,,157,Papua New Guinea,12,Australasia & Oceania,Milne Bay,Waigani,-10.310365,150.260386,1.0,0,,,1,1,1,-9,,,0.0,1,0,2,Armed Assault,,,,,2,Government (General),17.0,Head of State,Government,Prime Minister Sir Julius Chan,157.0,Papua New Guinea,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,5.0,,,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Firearm,,,,1.0,,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199509060007,1995,9,6,,0,,71,French Polynesia,12,Australasia & Oceania,Papeete,Papeete,-17.534984,-149.569504,1.0,0,,,1,1,1,-9,,,0.0,1,0,8,Unarmed Assault,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Gov't,Residence of High Commissioner,69.0,France,,,,,,,,,,,,,,,,,Anti-Nuclear extremists,,,,,,,0.0,,,0,,,,,,,,,,,,,9,Melee,21.0,Blunt Object,,,,,,,,,,,,,Stones,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
